"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL3869078";"F";"Antiinflammatory activity in BALB/c mouse peritoneal macrophages infected with Leishmania infantum MHOM/BR/1972/LD amastigote form assessed as decrease in MCP-1 release at 30 uM after 48 hrs by flow cytometric analysis";"Mus musculus";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"Peritoneal macrophage";"";"CHEMBL3868592";"27586460";"10.1021/acs.jnatprod.6b00256";"2016";"J Nat Prod";"79";"2202";"2210";"";"";"";"";"";""
"CHEMBL4398211";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 promastigotes harboring luciferase reporter gene after 48 hrs by MTT assay relative to control";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL4398226";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 promastigotes infected in BALB/c mouse assessed as reduction in parasite load in spleen at 50 mg/kg, ip administered once daily for 5 days measured 7 days post dose by giemsa staining-based assay relative to control";"Leishmania donovani";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL4398208";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 amastigotes harboring luciferase reporter gene infected in mouse J774 cells after 48 hrs by Giemsa staining-based microscopic assay";"Leishmania donovani";"3";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL4409024";"F";"Induction of mitochondrial dysfunction in Leishmania donovani promastigotes assessed as reduction in mitochondrial membrane potential at 50 uM after 24 hrs by JC-1 staining-based flow cytometric analysis (Rvb = 7.73%)";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4406843";"31499363";"10.1016/j.ejmech.2019.111632";"2019";"Eur J Med Chem";"182";"111632";"111632";"";"";"";"";"";""
"CHEMBL3794890";"F";"Antileishmanial activity against Leishmania donovani LV82 promastigotes infected in BALB/c mouse model of visceral leishmaniasis assessed as suppression of liver parasitemia at 100 mg/kg/day, po QD administered 1 week post infection for 5 consecutive days and measured 2 weeks post infection";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LV82";"Scientific Literature";"5661";"CHEMBL3559723";"Liver";"";"";"CHEMBL3792273";"27048943";"10.1016/j.bmcl.2016.03.082";"2016";"Bioorg Med Chem Lett";"26";"2551";"2556";"";"";"";"";"";""
"CHEMBL1056475";"F";"Antileishmanial activity against Leishmania braziliensis assessed as disruption of parasite cytoplasm at IC25 after 96 hrs by transmission electron microscopy";"Leishmania braziliensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1153034";"19489596";"10.1021/np8008122";"2009";"J Nat Prod";"72";"1069";"1074";"";"";"";"";"";""
"CHEMBL4154853";"F";"Antileishmanial activity against promastigote stage of Leishmania donovani MHOM/NP/02/BPK282/0c14 assessed as parasite growth inhibition up to 40 uM after 72 hrs by Alamar blue assay";"Leishmania donovani";"15";"15";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/NP/02/BPK282/0c14";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4152258";"29758517";"10.1016/j.ejmech.2018.04.057";"2018";"Eur J Med Chem";"152";"527";"541";"";"";"";"";"";""
"CHEMBL4838942";"F";"Antileishmanial activity against Leishmania donovani MHOM/ET/67/L82 amastigotes measured after 70 hrs by resazurin dye based fluorometric analysis";"Leishmania donovani";"21";"21";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/L82";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4837232";"34091216";"10.1016/j.ejmech.2021.113545";"2021";"Eur J Med Chem";"221";"113545";"113545";"";"";"";"";"";""
"CHEMBL4132825";"F";"Induction of innate immune response in splenocytes derived from compound treated BALB/c mouse infected with Leishmania donovani MHOM/IN/AG/83 assessed as upregulation of IL-12 protein expression by sandwich ELISA";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL4130392";"28826085";"10.1016/j.ejmech.2017.08.030";"2017";"Eur J Med Chem";"139";"503";"518";"";"";"";"";"";""
"CHEMBL706417";"F";"Antiparasitic activity was estimated by ability to inhibit the in vitro growth of Leishmania major measured by the decreased uptake of [3H]thymidine at 5 ug/mL";"Leishmania major";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL1128838";"None";"10.1016/0960-894X(95)00053-V";"1995";"Bioorg Med Chem Lett";"5";"449";"452";"";"";"";"";"";""
"CHEMBL4621673";"F";"Antileishmanial activity against Leishmania donovani infected in mouse assessed as reduction in parasite levels at 30 mg/kg, ip qd";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4619783";"32663005";"10.1021/acs.jmedchem.0c00705";"2020";"J Med Chem";"63";"9523";"9539";"";"";"";"";"";""
"CHEMBL4001252";"F";"Antileishmanial activity against Leishmania donovani";"Leishmania donovani";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4000191";"28003139";"10.1016/j.bmcl.2016.12.018";"2017";"Bioorg Med Chem Lett";"27";"567";"573";"";"";"";"";"";""
"CHEMBL982648";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 promastigotes infected in mouse J774A1 cells at 3000 ug/mL after 96 hrs by MTT assay relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"J774.A1";"";"CHEMBL1144176";"18752963";"10.1016/j.bmc.2008.08.024";"2008";"Bioorg Med Chem";"16";"8482";"8491";"";"";"";"";"";""
"CHEMBL708289";"F";"Tested in vitro for leishmanicidal activity against Leishmania brasiliensis (2903) at the concentration of 50 ug/mL; +++ indicatest otal lysis of parasites";"Leishmania braziliensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1135076";"11844694";"10.1016/s0960-894x(01)00837-x";"2002";"Bioorg Med Chem Lett";"12";"659";"662";"";"";"";"";"";""
"CHEMBL3614974";"F";"Anti-leishmanial activity against Leishmania donovani infected in hamsters assessed as reduction in parasite load in liver at 20 mg/kg/day, ip for 6 consecutive days";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"CHEMBL3559723";"Liver";"";"";"CHEMBL3611995";"26188621";"10.1016/j.ejmech.2015.06.052";"2015";"Eur J Med Chem";"101";"496";"524";"";"";"";"";"";""
"CHEMBL703312";"F";"Effective dose required for antiprotozoal activity against Leishmania donovani";"Leishmania donovani";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1134828";"11277517";"10.1016/s0960-894x(01)00049-x";"2001";"Bioorg Med Chem Lett";"11";"773";"776";"";"";"";"";"";""
"CHEMBL3387036";"F";"Selectivity index, ratio of CC50 for human THP1 cells to IC50 for promastigote stage of Leishmania infantum";"";"50";"50";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"THP-1";"";"CHEMBL3352355";"25173828";"10.1016/j.ejmech.2014.08.055";"2014";"Eur J Med Chem";"86";"291";"309";"";"";"";"";"";""
"CHEMBL3407221";"F";"Antiparasitic activity against Leishmania sp.";"Leishmania sp.";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"28847";"";"";"";"";"CHEMBL3400138";"25746816";"10.1016/j.bmcl.2015.02.044";"2015";"Bioorg Med Chem Lett";"25";"1390";"1393";"";"";"";"";"";""
"CHEMBL2448784";"F";"DNDI: Leish macro in vitro at 10 uM";"Leishmania donovani";"4";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/L82";"Drugs for Neglected Diseases Initiative (DNDi)";"5661";"";"";"";"";"CHEMBL2448688";"None";"10.6019/CHEMBL2448688";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL3118027";"F";"Antimicrobial activity against promastigote stage of Leishmania amazonensis IFLA/BR/67/PH-8 clinical isolate after 72 hrs by Neubauer chamber analysis";"Leishmania amazonensis";"19";"19";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/67/PH-8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL3112462";"24529307";"10.1016/j.bmc.2014.01.029";"2014";"Bioorg Med Chem";"22";"1626";"1633";"";"";"";"";"";""
"CHEMBL709345";"F";"In vitro antiparasitic activity against Leishmania infantum was tested by sigmoidal regression analysis; at 10 uM value is T/";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL1134791";"11170645";"10.1021/jm001079l";"2001";"J Med Chem";"44";"548";"565";"";"";"";"";"";""
"CHEMBL3365348";"F";"Antileishmanial activity against Leishmania amazonensis";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL3351459";"25128670";"10.1016/j.ejmech.2014.08.034";"2014";"Eur J Med Chem";"85";"688";"715";"";"";"";"";"";""
"CHEMBL4814470";"F";"Antileishmanial activity against amastigote stage Leishmania amazonensis (MHOM/BR/73/M2269) infected in mouse RAW264.7 cells assessed as reduction in parasitic proliferation measured by SYBR Green 1 dye based fluorescence assay";"Leishmania amazonensis";"15";"15";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/73/M2269";"Scientific Literature";"5659";"";"";"RAW264.7";"";"CHEMBL4813913";"33148491";"10.1016/j.ejmech.2020.112956";"2021";"Eur J Med Chem";"210";"112956";"112956";"";"";"";"";"";""
"CHEMBL1017603";"F";"Antileishmanial activity against Leishmania donovani infected in hamster assessed inhibition of parasite growth at 100 mg/kg, po after 5 days";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1138610";"19339182";"10.1016/j.bmcl.2009.03.039";"2009";"Bioorg Med Chem Lett";"19";"2585";"2586";"standard_type:DOSE standard_relation:= standard_value:100.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL3769075";"F";"Antiparasitic activity against amastigote stage of Leishmania infantum infected in BALB/c mouse peritoneal macrophages assessed as reduction of parasite burden after 120 hrs by Giemsa staining-based light microscopic analysis";"Leishmania infantum";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL3763101";"26821820";"10.1016/j.bmcl.2016.01.040";"2016";"Bioorg Med Chem Lett";"26";"1180";"1183";"";"";"";"";"";""
"CHEMBL941103";"F";"Antileishmanial activity against Leishmania amazonensis H142 Guianese amastigotes in BALB/c mouse macrophages assessed as survival of peritoneal macrophages at 0.25 mg/ml relative to control";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1149051";"8201315";"10.1021/np50105a014";"1994";"J Nat Prod";"57";"403";"406";"";"";"";"";"";""
"CHEMBL4338335";"F";"Antileishmanial activity against Leishmania infantum LEM 3049 isolate promastigotes infected in BALB/c mouse assessed as reduction in parasite burden in spleen at 15 mg/kg, po administered for 4 days and measured 2 days post last dose by light microscopic method relative to control";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LEM 3049 isolate";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4334518";"31702921";"10.1021/acs.jmedchem.9b00998";"2019";"J Med Chem";"62";"10664";"10675";"";"";"";"";"";""
"CHEMBL3993473";"F";"Increase in iNOS-mediated NO generation in Balb/c mouse splenocytes infected with Leishmania donovani amastigote forms at 25 mg/kg, ip cotreated with 5 mg/kg, po miltefosine for 5 consecutive days measured on day 4 post last treatment followed by soluble Leishmania donovani promastigote antigen-stimulation for 72 hrs by Griess assay relative to control";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Balb/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL3992522";"28059524";"10.1021/acs.jmedchem.6b01447";"2017";"J Med Chem";"60";"1041";"1059";"";"";"";"";"";""
"CHEMBL4367797";"F";"Antileishmanial activity against antimony resistant promastigote stage of Leishmania infantum LEM3323 isolate measured after 72 hrs by MTT assay";"Leishmania infantum";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LEM3323 isolate";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4364302";"31299585";"10.1016/j.ejmech.2019.07.010";"2019";"Eur J Med Chem";"180";"28";"40";"";"";"";"";"";""
"CHEMBL3993403";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/DD8 promastigote forms harboring luciferase gene at 50 uM up to 72 hrs by MTT assay relative to control";"Leishmania donovani";"2";"2";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/DD8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3992522";"28059524";"10.1021/acs.jmedchem.6b01447";"2017";"J Med Chem";"60";"1041";"1059";"";"";"";"";"";""
"CHEMBL1011260";"F";"Antileishmanial activity against Leishmania donovani HOM/IN/80/Dd8 amastigotes infected in Mesocricetus auratus at 100 mg/kg, po administered daily for 5 days";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"HOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1158974";"1791475";"10.1021/np50076a030";"1991";"J Nat Prod";"54";"1102";"1104";"standard_type:DOSE standard_relation:= standard_value:100.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL703310";"F";"Compound was tested for antiparasitic activity caused against Leishmania donovani for percentage inhibition at 30 uM concentration";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1132618";"10090783";"10.1021/jm981074c";"1999";"J Med Chem";"42";"999";"1006";"";"";"";"";"";""
"CHEMBL4398230";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 promastigotes infected in BALB/c mouse assessed as reduction in parasite load in spleen at 200 mg/kg, ip administered once daily for 5 days measured 7 days post dose by giemsa staining-based assay relative to control";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL4398265";"F";"Induction of morphological changes in Leishmania donovani MHOM/IN/80/Dd8 promastigotes assessed as appearance of round shape parasite at 50 uM after 48 hrs by bright field microscopic analysis";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL4221298";"F";"Induction of apoptosis in Leishmania donovani MHOM/IN/1983/AG83 promastigotes transformed from splenic intracellular amastigotes of infected BALB/c mouse assessed as accumulation of lipid droplets in cytoplasm after 48 hrs by Nile red staining-based confocal laser scanning microscopic analysis";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/1983/AG83";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4219090";"29478704";"10.1016/j.bmcl.2018.02.023";"2018";"Bioorg Med Chem Lett";"28";"1056";"1062";"";"";"";"";"";""
